callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,latitude_1,longitude_1 ,altitude_1,latitude_2,longitude_2,altitude_2
AZO201,nan,155c5c,nan,nan,nan,UUWW,2022-02-22 06:05:02+00:00,2022-02-22 06:36:24+00:00,2022-02-22,52.77063919326006,37.77350725446429,10972.8,55.61814647609904,37.37995147705078,716.2800000000001
SDM6405,nan,155c11,nan,nan,UUEE,UUYY,2022-02-22 06:17:22+00:00,2022-02-22 07:36:11+00:00,2022-02-22,55.97021484375,37.38955411044034,609.6,61.82220976231461,50.91644287109375,1295.4
RWZ389,nan,155c38,nan,nan,UUDD,nan,2022-02-22 06:24:24+00:00,2022-02-22 07:04:29+00:00,2022-02-22,55.39092500331038,37.94711026278409,609.6,53.92843990002648,45.25599760167739,3322.32
LLM212,nan,155bec,RA-89068,SU95,nan,USSS,2022-02-22 06:36:44+00:00,2022-02-22 06:53:20+00:00,2022-02-22,58.32412719726562,62.02375842678931,10972.8,56.77785582461599,61.12553750315021,982.98
RA64056,nan,14fa38,nan,nan,ULLI,nan,2022-02-22 06:42:38+00:00,2022-02-22 07:41:59+00:00,2022-02-22,59.80151677535752,30.30048238820043,304.8,54.49923706054688,37.97238518210018,10668.0
GZP271,nan,155bc6,RA-89030,SU95,UUWW,nan,2022-02-22 06:47:53+00:00,2022-02-22 08:49:56+00:00,2022-02-22,55.5617717161017,37.17867851257324,914.4,64.82707214355469,61.7926025390625,10058.4
NWC9064,nan,151d43,nan,nan,nan,nan,2022-02-22 06:52:06+00:00,2022-02-22 08:19:23+00:00,2022-02-22,67.14120483398438,61.30597985309103,9753.6,57.6651414774232,54.06753047820061,4678.68
SDM6479,nan,155bd6,RA-89046,SU95,UUEE,ULMM,2022-02-22 06:55:04+00:00,2022-02-22 08:51:27+00:00,2022-02-22,55.9701279462394,37.38922119140625,304.8,68.66524906481726,32.965576171875,1028.7
SDM6225,nan,155c0f,nan,nan,UUEE,nan,2022-02-22 06:56:38+00:00,2022-02-22 07:24:48+00:00,2022-02-22,55.97189693127648,37.40063667297363,304.8,56.13101248013771,41.93859100341797,9189.72
SDM6527,nan,155c2a,nan,nan,UUEE,LBSF,2022-02-22 07:00:31+00:00,2022-02-22 10:01:37+00:00,2022-02-22,55.9672417074947,37.37608909606934,609.6,42.69585043697034,23.42751436455305,563.88
SSF332,nan,155c1e,nan,nan,nan,UUEE,2022-02-22 07:02:12+00:00,2022-02-22 08:43:47+00:00,2022-02-22,62.84566071073888,52.02913724459135,9144.0,55.98954022940943,37.53702163696289,685.8000000000001
LLM187,YC187,155c00,nan,nan,nan,nan,2022-02-22 07:02:59+00:00,2022-02-22 07:39:39+00:00,2022-02-22,58.37969970703125,64.11054057459678,10972.8,55.57508565611758,58.00334930419922,9867.9
AZO298,nan,155c07,nan,nan,UUWW,nan,2022-02-22 07:03:06+00:00,2022-02-22 07:20:23+00:00,2022-02-22,55.57219941737288,37.20434188842773,1219.2,54.00650024414062,38.32447160993304,10523.22
RWZ1454,nan,155c6b,nan,nan,nan,USPP,2022-02-22 07:06:00+00:00,2022-02-22 08:34:37+00:00,2022-02-22,51.00645446777344,45.63668740762247,10668.0,57.92518615722656,56.04205716040827,182.88
GZP261,nan,155bde,RA-89054,SU95,UUWW,nan,2022-02-22 07:06:39+00:00,2022-02-22 09:11:20+00:00,2022-02-22,55.57233907408633,37.20459938049316,914.4,65.704833984375,62.06291198730469,10058.4
SSF152,D2152,155c1d,nan,nan,UUEE,nan,2022-02-22 07:09:42+00:00,2022-02-22 07:23:57+00:00,2022-02-22,55.9682658567267,37.39437103271484,304.8,57.04590360997086,37.25490447013609,8229.6
SDM6490,nan,155c1c,nan,nan,nan,UUEE,2022-02-22 07:10:11+00:00,2022-02-22 08:32:23+00:00,2022-02-22,51.79872157210011,46.22184753417969,2438.4,55.98957824707031,37.5373701615767,624.84
GZP706,nan,155bd8,RA-89048,SU95,nan,nan,2022-02-22 07:11:00+00:00,2022-02-22 14:02:38+00:00,2022-02-22,55.28663635253906,58.52061552159926,10058.4,54.85799498477224,37.6190185546875,708.6600000000001
RA67130,nan,15063a,nan,nan,nan,LCLK,2022-02-22 07:11:40+00:00,2022-02-22 10:43:57+00:00,2022-02-22,55.4805908203125,51.63224653764204,4572.0,34.93843207925052,33.70267868041992,434.34
SDM6337,nan,155c14,nan,nan,UUEE,nan,2022-02-22 07:17:34+00:00,2022-02-22 07:30:55+00:00,2022-02-22,55.97073312533104,37.39291191101074,304.8,56.99061584472656,37.24133491516113,9715.5
SDM6239,nan,155c0b,nan,nan,UUEE,nan,2022-02-22 07:19:14+00:00,2022-02-22 07:52:17+00:00,2022-02-22,55.97017449847722,37.38930702209473,304.8,53.36930097159693,36.78069170783548,9144.0
AZO303,nan,155c21,nan,nan,nan,ULLI,2022-02-22 07:21:40+00:00,2022-02-22 08:39:57+00:00,2022-02-22,52.61956787109375,37.75260925292969,10972.8,59.80247497558594,30.20150756835938,335.28
RSD074,nan,14fa3b,RA-64059,T204,UUWW,nan,2022-02-22 07:33:05+00:00,2022-02-22 07:56:23+00:00,2022-02-22,55.5518560894465,37.15387344360352,1219.2,53.45072937011719,39.04627336774554,10675.62
GZP788,nan,155bbc,RA-89020,SU95,nan,nan,2022-02-22 07:33:46+00:00,2022-02-22 08:25:41+00:00,2022-02-22,53.75642395019531,52.27600969587054,10363.2,52.16997566869703,43.90717424665179,10363.2
RWZ1244,nan,155c22,nan,nan,nan,nan,2022-02-22 07:37:16+00:00,2022-02-22 08:07:37+00:00,2022-02-22,57.98895263671875,66.48624543220767,10972.8,55.56088722358315,62.15188980102539,3108.96
RSD072,nan,157714,RA-96020,IL96,UUWW,UUWW,2022-02-22 07:41:46+00:00,2022-02-22 08:55:29+00:00,2022-02-22,55.55706994008209,37.1678638458252,914.4,55.64891750529661,37.3055362701416,624.84
SDM6374,nan,155c1b,nan,nan,ULMM,UUEE,2022-02-22 07:47:40+00:00,2022-02-22 09:55:22+00:00,2022-02-22,68.66757667670815,32.77633666992188,1524.0,55.9837211996822,37.49693870544434,541.02
AZO435,nan,155c5c,nan,nan,UUWW,nan,2022-02-22 07:49:42+00:00,2022-02-22 08:14:53+00:00,2022-02-22,55.58221435546875,37.23025235262784,914.4,53.20285034179688,39.09971400669643,10675.62
RWZ1305,nan,155c37,nan,nan,UWWW,nan,2022-02-22 07:51:33+00:00,2022-02-22 09:05:58+00:00,2022-02-22,53.55775451660156,50.14513288225447,914.4,57.29658508300781,64.4608211517334,3749.04
SDM6507,nan,155be2,RA-89058,SU95,UUEE,nan,2022-02-22 07:55:57+00:00,2022-02-22 08:20:59+00:00,2022-02-22,55.97236633300781,37.40262118252841,304.8,53.81177999205508,38.56685862821691,10675.62
RA67242,nan,1506aa,RA-67242,GLEX,UUWW,LFMN,2022-02-22 07:56:17+00:00,2022-02-22 11:03:32+00:00,2022-02-22,55.57061664128707,37.19773292541504,914.4,43.53649074748411,7.156219482421875,723.9000000000001
GZP9642,nan,155bda,RA-89050,SU95,nan,nan,2022-02-22 07:59:39+00:00,2022-02-22 08:30:19+00:00,2022-02-22,58.18266270524364,62.73165893554688,9753.6,55.59226343187235,58.0158805847168,9685.02
SDM6232,nan,155c54,nan,nan,UWWW,ULLI,2022-02-22 08:03:36+00:00,2022-02-22 10:17:48+00:00,2022-02-22,53.55779098252118,50.14515596277573,914.4,59.80247497558594,30.20169067382812,327.66
LLM211,YC211,155bec,RA-89068,SU95,nan,nan,2022-02-22 08:04:17+00:00,2022-02-22 08:23:51+00:00,2022-02-22,56.6661770060911,60.51260671307964,3048.0,58.3853759765625,63.20062452746976,10668.0
SDM6378,nan,155bd3,RA-89043,SU95,nan,UUEE,2022-02-22 08:05:35+00:00,2022-02-22 09:42:48+00:00,2022-02-22,56.83302022643008,51.45951794039819,10058.4,55.9947509765625,37.42068204012784,495.3
SDM6060,nan,155c59,nan,nan,UUEE,nan,2022-02-22 08:07:47+00:00,2022-02-22 09:24:20+00:00,2022-02-22,55.97067260742188,37.39255038174716,304.8,52.82715360997086,52.6460920061384,11277.6
UTA9861,nan,151d58,nan,nan,nan,nan,2022-02-22 08:13:48+00:00,2022-02-22 08:42:59+00:00,2022-02-22,56.17374743445445,58.13226699829102,11277.6,58.43797302246094,63.2318115234375,11285.22
AZO131,nan,155c3d,nan,nan,nan,nan,2022-02-22 08:14:33+00:00,2022-02-22 08:56:37+00:00,2022-02-22,50.93930053710938,45.67209604624156,11277.6,54.18480307368909,52.78445973115809,10744.2
IAE741,nan,155bf4,RA-89076,SU95,ULLI,nan,2022-02-22 08:14:34+00:00,2022-02-22 09:26:25+00:00,2022-02-22,59.80435180664062,30.281982421875,304.8,53.96324157714844,41.02883475167411,10668.0
SDM6304,nan,155c5f,nan,nan,nan,ULLI,2022-02-22 08:15:46+00:00,2022-02-22 08:50:30+00:00,2022-02-22,61.80921936035156,33.93951416015625,10972.8,59.80449611857786,30.18702013739224,373.38
SDM6172,nan,155c2c,nan,nan,nan,UUEE,2022-02-22 08:21:48+00:00,2022-02-22 10:02:24+00:00,2022-02-22,53.12685691704184,53.18150239832261,10668.0,55.98710632324219,37.52055775035511,632.46
SDM6429,nan,155c27,nan,nan,UUEE,nan,2022-02-22 08:27:28+00:00,2022-02-22 08:48:54+00:00,2022-02-22,55.96751403808594,37.38947088068181,609.6,54.06586210606461,38.26530007755055,10675.62
