callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,latitude_1,longitude_1 ,altitude_1,latitude_2,longitude_2,altitude_2
SDM6528,nan,155c2c,nan,nan,LBSF,UUEE,2022-02-17 11:05:51+00:00,2022-02-17 14:00:18+00:00,2022-02-17 00:00:00+00:00,42.69566422801907,23.43013319858285,304.8,55.98353499073093,37.49659538269043,556.26
SSF142,nan,15069e,RA-67230,CRJ2,nan,nan,2022-02-17 11:09:02+00:00,2022-02-17 12:20:50+00:00,2022-02-17 00:00:00+00:00,55.00994148900953,20.75891668146307,3048.0,59.44972151416843,35.73890422952586,9448.8
SDM6448,nan,155c55,nan,nan,nan,ULLI,2022-02-17 11:20:31+00:00,2022-02-17 12:22:54+00:00,2022-02-17 00:00:00+00:00,65.19131469726562,32.887353515625,10668.0,59.80284118652344,30.198486328125,457.2
SDM6042,nan,155c15,nan,nan,ULLI,UUEE,2022-02-17 11:21:50+00:00,2022-02-17 12:23:49+00:00,2022-02-17 00:00:00+00:00,59.80528750662076,30.27557373046875,304.8,55.98358154296875,37.49667080965909,563.88
AZO757,nan,155c21,nan,nan,nan,nan,2022-02-17 11:24:13+00:00,2022-02-17 12:31:28+00:00,2022-02-17 00:00:00+00:00,52.0511278055482,38.45246233258929,10363.2,59.89292907714844,36.31594848632812,10668.0
RSD073,nan,157716,RA-96022,IL96,UUWW,UUWW,2022-02-17 11:37:15+00:00,2022-02-17 12:24:01+00:00,2022-02-17 00:00:00+00:00,55.57612609863281,37.24348588423295,609.6,55.67514038085938,37.32455166903409,853.44
SDM6892,nan,155c28,nan,nan,nan,ULLI,2022-02-17 11:37:31+00:00,2022-02-17 13:09:04+00:00,2022-02-17 00:00:00+00:00,52.33518956071239,40.47841971261161,10363.2,59.80499267578125,30.18447875976562,518.1600000000001
SSF9948,nan,1506a8,RA-67240,CRJ2,LJMB,ULLI,2022-02-17 11:38:35+00:00,2022-02-17 14:08:55+00:00,2022-02-17 00:00:00+00:00,46.49894714355469,15.66791069216845,304.8,59.80339050292969,30.19537353515625,487.68
SDM6430,nan,155bb7,RA-89015,SU95,nan,UUEE,2022-02-17 11:52:38+00:00,2022-02-17 12:45:38+00:00,2022-02-17 00:00:00+00:00,52.39013671875,40.58029174804688,10363.2,55.98971557617188,37.53778631036931,708.6600000000001
AZO644,nan,155bfd,RA-89085,SU95,ULLI,nan,2022-02-17 11:55:00+00:00,2022-02-17 12:56:37+00:00,2022-02-17 00:00:00+00:00,59.80320739746094,30.29196166992188,304.8,54.12506103515625,34.8046875,6713.22
AZO836,nan,155c06,nan,nan,nan,UUWW,2022-02-17 11:58:37+00:00,2022-02-17 12:41:56+00:00,2022-02-17 00:00:00+00:00,51.9927978515625,37.95030866350447,10668.0,55.65911865234375,37.31298273259943,701.0400000000001
SDM6064,nan,155c59,nan,nan,nan,UUEE,2022-02-17 11:59:08+00:00,2022-02-17 13:41:27+00:00,2022-02-17 00:00:00+00:00,52.88145446777344,52.4627685546875,10363.2,55.98362809520656,37.49719619750977,579.12
SDM6508,nan,155be6,RA-89062,SU95,nan,UUEE,2022-02-17 12:03:35+00:00,2022-02-17 12:57:29+00:00,2022-02-17 00:00:00+00:00,52.32861328125,40.63713073730469,10363.2,55.98985290527344,37.53870183771306,716.2800000000001
RA67242,nan,1506aa,RA-67242,GLEX,nan,UUWW,2022-02-17 12:04:10+00:00,2022-02-17 12:48:58+00:00,2022-02-17 00:00:00+00:00,52.90368548894332,39.9535871233259,11277.6,55.67994689941406,37.32996160333806,861.0600000000001
SDM6069,nan,155c2d,nan,nan,UUEE,nan,2022-02-17 12:07:43+00:00,2022-02-17 12:47:55+00:00,2022-02-17 00:00:00+00:00,55.96792602539062,37.37648703835227,304.8,52.245849609375,40.37796020507812,10675.62
RWZ785,nan,155c38,nan,nan,ULLI,UWPS,2022-02-17 12:08:16+00:00,2022-02-17 13:39:24+00:00,2022-02-17 00:00:00+00:00,59.80384438724841,30.28570767106681,304.8,54.05593872070312,45.31467982700893,2697.48
RSD072,nan,14f114,RA-61716,A148,nan,UWSS,2022-02-17 12:24:10+00:00,2022-02-17 12:35:50+00:00,2022-02-17 00:00:00+00:00,51.47937322067002,45.98274230957031,3048.0,51.71470642089844,46.08126253695102,281.94
GZP246,nan,155bd8,RA-89048,SU95,nan,UUWW,2022-02-17 12:28:11+00:00,2022-02-17 14:06:28+00:00,2022-02-17 00:00:00+00:00,55.0111083984375,52.92502010569853,9753.6,55.65077959480932,37.30673789978027,662.94
AZO404,nan,155c20,nan,nan,nan,nan,2022-02-17 12:31:38+00:00,2022-02-17 12:54:23+00:00,2022-02-17 00:00:00+00:00,54.40373824814618,36.50590376420454,2438.4,52.0370224774894,38.69157191685268,11277.6
AZO315,nan,155bf8,RA-89080,SU95,nan,nan,2022-02-17 12:47:06+00:00,2022-02-17 13:18:27+00:00,2022-02-17 00:00:00+00:00,51.04867191637977,45.65956115722656,10668.0,54.59124755859375,48.54260612936581,7086.6
10111000,nan,1d33f5,nan,nan,nan,UMMM,2022-02-17 12:53:08+00:00,2022-02-17 13:29:59+00:00,2022-02-17 00:00:00+00:00,54.85881042480469,29.83902875114889,8229.6,53.82718878277277,27.54878324620864,800.1
SDM6335,nan,155c24,nan,nan,UUEE,nan,2022-02-17 13:01:28+00:00,2022-02-17 13:23:52+00:00,2022-02-17 00:00:00+00:00,55.96798654329979,37.37746238708496,609.6,57.81605529785156,38.12858335433468,10058.4
TUP954,nan,14fa18,RA-64024,T204,EDDP,UUEE,2022-02-17 13:02:54+00:00,2022-02-17 15:23:17+00:00,2022-02-17 00:00:00+00:00,51.4130859375,12.2372106603674,0.0,56.02784729003906,37.6142744584517,967.74
UTA456,nan,151d55,nan,nan,nan,UUWW,2022-02-17 13:05:33+00:00,2022-02-17 15:14:59+00:00,2022-02-17 00:00:00+00:00,59.42951784295551,57.16290704135237,10363.2,55.645239878509,37.31111526489258,647.7
IAE206,nan,155bf4,RA-89076,SU95,nan,nan,2022-02-17 13:10:02+00:00,2022-02-17 13:55:28+00:00,2022-02-17 00:00:00+00:00,58.50615420583951,64.55072021484375,10363.2,55.58509826660156,58.03611061789772,10226.04
TIS9051,nan,14232d,nan,nan,UUEE,UUWW,2022-02-17 13:14:21+00:00,2022-02-17 13:35:23+00:00,2022-02-17 00:00:00+00:00,55.97292108050847,37.40776062011719,609.6,55.64738128144862,37.30416297912598,617.22
IAE321,nan,155bf3,RA-89075,SU95,nan,USPB,2022-02-17 13:15:19+00:00,2022-02-17 13:32:15+00:00,2022-02-17 00:00:00+00:00,58.44698631157309,58.06768798828125,6705.6,57.9825439453125,56.15378102948589,640.08
SDM6491,nan,155bb9,RA-89017,SU95,UUEE,UWSS,2022-02-17 13:16:28+00:00,2022-02-17 14:25:41+00:00,2022-02-17 00:00:00+00:00,55.9698486328125,37.38589200106534,609.6,51.71660342458951,45.98823547363281,624.84
SDM6895,FV6895,155c3c,nan,nan,ULLI,nan,2022-02-17 13:30:49+00:00,2022-02-17 14:50:57+00:00,2022-02-17 00:00:00+00:00,59.79936218261719,30.3145751953125,304.8,52.04608154296875,39.25338745117188,10668.0
SDM6107,nan,155c53,nan,nan,ULLI,nan,2022-02-17 13:32:24+00:00,2022-02-17 14:32:58+00:00,2022-02-17 00:00:00+00:00,59.80309955144332,30.28949606007543,304.8,56.60142284328654,42.06496700163811,8915.4
RWZ1321,nan,155c32,nan,nan,nan,nan,2022-02-17 13:35:12+00:00,2022-02-17 14:05:09+00:00,2022-02-17 00:00:00+00:00,53.27458190917969,49.17041015625001,7620.0,52.17127990722656,43.94874572753906,10363.2
GZP9606,nan,142328,RA-09000,F900,LSGG,UUMO,2022-02-17 13:35:25+00:00,2022-02-17 16:43:58+00:00,2022-02-17 00:00:00+00:00,46.24443054199219,6.118312928734756,304.8,55.51052856445312,37.56458629261363,556.26
RSD072,nan,14f114,RA-61716,A148,nan,UUWW,2022-02-17 13:36:48+00:00,2022-02-17 14:47:25+00:00,2022-02-17 00:00:00+00:00,51.89854431152344,46.08642578125,4267.2,55.65966796875,37.31331565163352,746.76
SDM6255,nan,155be7,RA-89063,SU95,UUEE,nan,2022-02-17 13:41:10+00:00,2022-02-17 14:18:16+00:00,2022-02-17 00:00:00+00:00,55.96556582693326,37.36570358276367,609.6,52.68507618015095,35.50883265904018,9448.8
RA09617,nan,142591,nan,nan,EDDM,UUWW,2022-02-17 13:46:45+00:00,2022-02-17 16:11:39+00:00,2022-02-17 00:00:00+00:00,48.36405091366525,11.78363197728207,609.6,55.64804077148438,37.30474298650568,670.5600000000001
SDM6379,nan,155c25,nan,nan,UUEE,nan,2022-02-17 13:49:48+00:00,2022-02-17 14:47:46+00:00,2022-02-17 00:00:00+00:00,55.96915034924523,37.37857818603516,609.6,57.73762331170551,48.4248046875,10668.0
AZO202,nan,155c06,nan,nan,UUWW,nan,2022-02-17 13:56:35+00:00,2022-02-17 14:28:59+00:00,2022-02-17 00:00:00+00:00,55.57587704416049,37.24459648132324,609.6,52.31163412837659,39.7009015764509,10675.62
GZP9630,nan,14232e,RA-09006,F9EX,nan,UUMO,2022-02-17 13:57:49+00:00,2022-02-17 16:28:18+00:00,2022-02-17 00:00:00+00:00,64.8197021484375,61.72965087890625,10363.2,55.51194763183594,37.591552734375,655.32
RSD078,nan,14fc13,nan,nan,UWLL,UUWW,2022-02-17 14:04:00+00:00,2022-02-17 15:22:57+00:00,2022-02-17 00:00:00+00:00,54.2244873046875,48.06306675502233,1828.8,55.66845703125,37.31989080255681,800.1
TUP9653,nan,14fa33,RA-64051,T204,UUWW,UIII,2022-02-17 14:10:03+00:00,2022-02-17 19:28:11+00:00,2022-02-17 00:00:00+00:00,55.57383728027344,37.24723122336648,609.6,52.26901245117188,104.3874359130859,297.18
AZO643,nan,155bfd,RA-89085,SU95,nan,ULLI,2022-02-17 14:13:51+00:00,2022-02-17 15:15:48+00:00,2022-02-17 00:00:00+00:00,53.97336280952065,34.76453893324908,6705.6,59.80337886487023,30.19497575431035,510.54
LLM437,nan,155c00,nan,nan,nan,nan,2022-02-17 14:19:20+00:00,2022-02-17 14:53:14+00:00,2022-02-17 00:00:00+00:00,58.05357334977489,62.2056884765625,10972.8,55.55108642578125,57.92658025568181,10012.68
IAE321,nan,155bf3,RA-89075,SU95,USPP,UWWW,2022-02-17 14:19:45+00:00,2022-02-17 15:32:21+00:00,2022-02-17 00:00:00+00:00,57.86517644332627,55.99026489257812,1219.2,53.65077209472656,50.08941650390626,815.34
SDM6261,nan,155bdc,RA-89052,SU95,UUEE,nan,2022-02-17 14:25:52+00:00,2022-02-17 16:16:35+00:00,2022-02-17 00:00:00+00:00,55.96728515625,37.37116033380681,609.6,55.41307067871094,61.34660608628216,3063.24
SDM6372,nan,155c52,nan,nan,nan,ULLI,2022-02-17 14:36:36+00:00,2022-02-17 16:05:47+00:00,2022-02-17 00:00:00+00:00,52.36473083496094,40.60356140136719,10363.2,59.80351852158368,30.19374452788254,510.54
RWZ1039,nan,155c35,nan,nan,UWKD,UWSS,2022-02-17 14:38:23+00:00,2022-02-17 15:27:29+00:00,2022-02-17 00:00:00+00:00,55.56024169921875,49.39577969637784,1219.2,51.71470642089844,46.07636322846284,304.8
NWC9058,nan,151d43,nan,nan,nan,UUDD,2022-02-17 14:38:52+00:00,2022-02-17 16:52:15+00:00,2022-02-17 00:00:00+00:00,67.07537841796875,51.8088962720788,9753.6,55.42872542041843,37.86288174715909,457.2
RWZ781,nan,155c60,nan,nan,ULLI,nan,2022-02-17 14:40:53+00:00,2022-02-17 16:02:50+00:00,2022-02-17 00:00:00+00:00,59.80524095438295,30.27576314991918,304.8,56.15326444981461,46.97470664978027,3101.34
RSJ9617,nan,15069a,nan,nan,UUWW,EGGW,2022-02-17 14:42:35+00:00,2022-02-17 18:10:08+00:00,2022-02-17 00:00:00+00:00,55.57708740234375,37.24398526278409,914.4,51.87606811523438,-0.3602476377744779,182.88
SSF055,nan,155c2f,nan,nan,ULLI,nan,2022-02-17 14:47:01+00:00,2022-02-17 15:31:29+00:00,2022-02-17 00:00:00+00:00,59.80366516113281,30.28701782226562,304.8,64.87152099609375,32.03624725341797,10668.0
AFL1242,SU1242,155bd1,RA-89041,SU95,UUEE,nan,2022-02-17 14:56:02+00:00,2022-02-17 16:25:59+00:00,2022-02-17 00:00:00+00:00,55.96798654329979,37.3743724822998,609.6,53.01493835449219,51.99356079101562,9448.8
AZO758,nan,155c21,nan,nan,nan,nan,2022-02-17 15:07:08+00:00,2022-02-17 15:56:25+00:00,2022-02-17 00:00:00+00:00,58.0440673828125,37.49288251323085,10363.2,52.14129638671875,39.45907592773438,10675.62
AZO316,nan,155bf8,RA-89080,SU95,UWKD,nan,2022-02-17 15:08:15+00:00,2022-02-17 15:54:58+00:00,2022-02-17 00:00:00+00:00,55.5234375,49.30214621803977,1524.0,50.97093200683594,45.56824555268159,10980.42
AZO215,nan,155c05,nan,nan,nan,nan,2022-02-17 15:08:21+00:00,2022-02-17 15:48:54+00:00,2022-02-17 00:00:00+00:00,51.05607604980469,45.32491323110219,10668.0,55.50508117675781,48.81075772372159,1706.88
AZO607,nan,155c07,nan,nan,nan,ULLI,2022-02-17 15:15:08+00:00,2022-02-17 16:41:46+00:00,2022-02-17 00:00:00+00:00,52.39659196239406,40.57384381975447,10972.8,59.80229187011719,30.20205688476562,487.68
SDM6483,nan,155bd4,RA-89044,SU95,UUEE,ULMM,2022-02-17 15:20:42+00:00,2022-02-17 17:21:42+00:00,2022-02-17 00:00:00+00:00,55.96893310546875,37.38023237748579,304.8,68.85063171386719,32.62363978794643,807.72
SDM6235,nan,155bd3,RA-89043,SU95,UUEE,nan,2022-02-17 15:24:01+00:00,2022-02-17 15:53:59+00:00,2022-02-17 00:00:00+00:00,55.97099304199219,37.39363236860795,304.8,56.10205078125,41.99249267578125,8458.2
RWZ390,nan,155c38,nan,nan,nan,UUDD,2022-02-17 15:24:01+00:00,2022-02-17 16:24:44+00:00,2022-02-17 00:00:00+00:00,53.867431640625,44.66915457589286,4876.8,55.42528055481991,37.8669600053267,419.1
SDM6500,nan,155c1a,nan,nan,nan,UUEE,2022-02-17 15:44:41+00:00,2022-02-17 16:33:26+00:00,2022-02-17 00:00:00+00:00,52.12289428710938,40.23948669433594,10972.8,55.99836730957031,37.59646329012784,929.64
TIS9051,nan,14232d,nan,nan,UUWW,UMMS,2022-02-17 15:46:19+00:00,2022-02-17 16:45:34+00:00,2022-02-17 00:00:00+00:00,55.58853925284693,37.25935935974121,914.4,53.86276245117188,28.09620012555804,655.32
IAE206,nan,155bf4,RA-89076,SU95,nan,UUDD,2022-02-17 15:58:04+00:00,2022-02-17 17:41:29+00:00,2022-02-17 00:00:00+00:00,53.90278961698888,53.2504092945772,10363.2,55.42863464355469,37.86308737362132,449.58
SDM6469,nan,155be6,RA-89062,SU95,UUEE,nan,2022-02-17 16:00:42+00:00,2022-02-17 16:33:52+00:00,2022-02-17 00:00:00+00:00,55.96824645996094,37.37490567294034,609.6,52.83444213867188,38.60969543457031,6637.02
SDM6492,nan,155bb9,RA-89017,SU95,nan,UUEE,2022-02-17 16:03:47+00:00,2022-02-17 17:15:47+00:00,2022-02-17 00:00:00+00:00,51.83152770996094,46.08801764410895,3048.0,55.98348843849311,37.49650955200195,601.98
RWZ1322,nan,155c32,nan,nan,nan,nan,2022-02-17 16:16:25+00:00,2022-02-17 16:29:14+00:00,2022-02-17 00:00:00+00:00,52.67646401615466,43.75674002511161,10058.4,53.21145629882812,46.33562360491072,10058.4
SDM6108,nan,155c53,nan,nan,nan,ULLI,2022-02-17 16:36:32+00:00,2022-02-17 17:51:59+00:00,2022-02-17 00:00:00+00:00,56.28277277542372,42.45477676391602,8534.4,59.8014702231197,30.2081404061153,464.8200000000001
10111000,nan,1d33f5,nan,nan,UMLI,UMGG,2022-02-17 16:46:45+00:00,2022-02-17 17:14:00+00:00,2022-02-17 00:00:00+00:00,53.71229785983845,27.60977352366728,609.6,52.57293183924788,30.82073102678572,899.1600000000001
RWZ1040,nan,155c35,nan,nan,nan,nan,2022-02-17 16:51:42+00:00,2022-02-17 17:22:37+00:00,2022-02-17 00:00:00+00:00,52.07926940917969,46.4752197265625,5181.6,55.4864501953125,48.8107967376709,1668.78
SDM6336,nan,155c24,nan,nan,nan,UUEE,2022-02-17 17:00:06+00:00,2022-02-17 17:28:57+00:00,2022-02-17 00:00:00+00:00,58.12675346762447,37.84835815429688,10363.2,55.99131774902344,37.54893909801136,754.38
SDM6380,nan,155c25,nan,nan,nan,UUEE,2022-02-17 17:07:37+00:00,2022-02-17 18:37:03+00:00,2022-02-17 00:00:00+00:00,56.82771327131886,51.31722727129537,9753.6,56.00294494628906,37.47561368075284,769.62
AZO216,nan,155c05,nan,nan,UWKD,nan,2022-02-17 17:07:41+00:00,2022-02-17 17:53:19+00:00,2022-02-17 00:00:00+00:00,55.5047607421875,49.42832253196023,1828.8,50.96529685844809,45.5609130859375,10980.42
SDM6070,nan,155c2d,nan,nan,nan,UUEE,2022-02-17 17:17:38+00:00,2022-02-17 18:15:10+00:00,2022-02-17 00:00:00+00:00,52.34664141121557,40.62014334542411,10363.2,55.98944712493379,37.5362491607666,731.52
AZO291,nan,155c06,nan,nan,nan,UUWW,2022-02-17 17:19:01+00:00,2022-02-17 17:57:46+00:00,2022-02-17 00:00:00+00:00,51.95127325542902,38.43355015345983,10972.8,55.65091925152277,37.30673789978027,685.8000000000001
SSF056,nan,155c2f,nan,nan,nan,ULLI,2022-02-17 17:20:32+00:00,2022-02-17 18:17:12+00:00,2022-02-17 00:00:00+00:00,64.81672668457031,33.10916748046875,10972.8,59.80468232752913,30.1861677498653,541.02
SSF153,nan,155c1e,nan,nan,nan,UUEE,2022-02-17 17:25:32+00:00,2022-02-17 17:54:23+00:00,2022-02-17 00:00:00+00:00,57.86140571206302,37.81338500976562,8229.6,55.98348999023438,37.496337890625,609.6
TIS9051,nan,14232d,nan,nan,UMMS,UUEE,2022-02-17 17:31:35+00:00,2022-02-17 18:33:40+00:00,2022-02-17 00:00:00+00:00,53.90194702148438,28.03789411272322,609.6,56.01197840803761,37.53676414489746,990.6
AZO301,nan,155c20,nan,nan,nan,UUWW,2022-02-17 17:43:00+00:00,2022-02-17 18:20:58+00:00,2022-02-17 00:00:00+00:00,52.08790407342426,38.3254132952009,10363.2,55.65142822265625,37.30715664950284,701.0400000000001
SDM6236,nan,155bd3,RA-89043,SU95,nan,UUEE,2022-02-17 17:45:10+00:00,2022-02-17 18:31:25+00:00,2022-02-17 00:00:00+00:00,56.05036926269531,42.68612948330966,7315.200000000001,56.00299072265625,37.47611305930398,769.62
SDM6262,nan,155bdc,RA-89052,SU95,nan,UUEE,2022-02-17 17:46:16+00:00,2022-02-17 20:03:42+00:00,2022-02-17 00:00:00+00:00,55.41860961914062,61.1444091796875,3048.0,55.99928283691406,37.45006214488636,678.1800000000001
RWZ782,nan,155c60,nan,nan,nan,ULLI,2022-02-17 17:50:55+00:00,2022-02-17 19:28:33+00:00,2022-02-17 00:00:00+00:00,56.01992797851562,47.11836381392045,2438.4,59.80393749172404,30.19109265557651,533.4
SSF021,nan,15069e,RA-67230,CRJ2,nan,ULLI,2022-02-17 17:51:41+00:00,2022-02-17 18:23:35+00:00,2022-02-17 00:00:00+00:00,59.87127685546875,34.39205932617188,8229.6,59.80453491210938,30.1878662109375,556.26
AZO204,A4204,155c07,nan,nan,ULLI,nan,2022-02-17 17:58:45+00:00,2022-02-17 19:19:59+00:00,2022-02-17 00:00:00+00:00,59.79067010394597,30.28343463766164,609.6,52.19764709472656,39.67926025390625,10668.0
RA67250,nan,1506b2,RA-67250,CL30,UUEE,USPB,2022-02-17 18:02:56+00:00,2022-02-17 19:36:40+00:00,2022-02-17 00:00:00+00:00,55.97117614746094,37.39529696377841,609.6,57.98574673927436,56.16046142578125,701.0400000000001
SDM6470,nan,155be6,RA-89062,SU95,nan,UUEE,2022-02-17 18:13:04+00:00,2022-02-17 18:50:34+00:00,2022-02-17 00:00:00+00:00,52.42745609606727,38.04800851004465,8534.4,55.99745178222656,37.59005459872159,944.88
AFL1342,SU1342,155bc1,RA-89025,SU95,UUEE,nan,2022-02-17 18:24:58+00:00,2022-02-17 18:45:27+00:00,2022-02-17 00:00:00+00:00,55.97012329101562,37.38705721768466,609.6,57.30059090307203,38.94954558341734,4914.900000000001
SDM6484,nan,155bd4,RA-89044,SU95,ULMM,UUEE,2022-02-17 18:41:06+00:00,2022-02-17 20:49:12+00:00,2022-02-17 00:00:00+00:00,68.73838806152344,32.65960693359375,1219.2,55.99575805664062,37.57881858132102,914.4
GZP9645,nan,155bbc,RA-89020,SU95,UUWW,nan,2022-02-17 18:43:40+00:00,2022-02-17 23:54:29+00:00,2022-02-17 00:00:00+00:00,55.57485289492849,37.2410774230957,914.4,57.31474278336864,88.05134434853831,10066.02
SDM6896,FV6896,155c3c,nan,nan,nan,ULLI,2022-02-17 19:00:30+00:00,2022-02-17 20:18:50+00:00,2022-02-17 00:00:00+00:00,52.15873718261719,38.05099487304688,10363.2,59.80453491210938,30.18695068359375,548.64
AFL1243,SU1243,155bd1,RA-89041,SU95,nan,UUEE,2022-02-17 19:01:16+00:00,2022-02-17 20:32:45+00:00,2022-02-17 00:00:00+00:00,53.080078125,52.21733093261719,10363.2,55.98367464744438,37.49753952026367,624.84
SSF154,nan,155c1e,nan,nan,UUEE,nan,2022-02-17 19:02:38+00:00,2022-02-17 19:22:41+00:00,2022-02-17 00:00:00+00:00,55.96915034924523,37.38381385803223,609.6,57.87290954589844,37.51627276020665,8770.62
RWZ1070,nan,155c35,nan,nan,UWKD,USSS,2022-02-17 19:05:56+00:00,2022-02-17 20:00:45+00:00,2022-02-17 00:00:00+00:00,55.54586791992188,49.43647904829545,1219.2,56.73820495605469,61.11187934875488,784.86
RWZ397,nan,155c38,nan,nan,UUDD,nan,2022-02-17 19:08:29+00:00,2022-02-17 20:01:29+00:00,2022-02-17 00:00:00+00:00,55.40638732910156,37.89023006663603,304.8,57.56668349443856,47.68314484627016,9151.62
AZO292,nan,155c06,nan,nan,UUWW,nan,2022-02-17 19:13:03+00:00,2022-02-17 19:47:28+00:00,2022-02-17 00:00:00+00:00,55.57717895507812,37.24515047940341,914.4,52.22026062011719,39.72709655761719,10668.0
IAE475,nan,155bf4,RA-89076,SU95,UUDD,nan,2022-02-17 19:16:16+00:00,2022-02-17 23:08:44+00:00,2022-02-17 00:00:00+00:00,55.40245056152344,37.89459228515625,304.8,53.19291687011719,89.7897687639509,10043.16
RSJ9618,nan,15069a,nan,nan,EGGW,UUWW,2022-02-17 19:25:08+00:00,2022-02-17 22:12:16+00:00,2022-02-17 00:00:00+00:00,51.87565612792969,-0.362548828125,0.0,55.64770714711334,37.30433464050293,701.0400000000001
AZO304,nan,155bfd,RA-89085,SU95,ULLI,nan,2022-02-17 19:32:04+00:00,2022-02-17 20:55:55+00:00,2022-02-17 00:00:00+00:00,59.79104252184852,30.27983566810345,304.8,52.1110405356197,39.33552769252233,10675.62
SDM6113,nan,155c15,nan,nan,UUEE,nan,2022-02-17 19:33:50+00:00,2022-02-17 20:13:14+00:00,2022-02-17 00:00:00+00:00,55.96253993147511,37.35025405883789,914.4,52.09945678710938,39.32388305664062,10668.0
SDM6247,nan,155c59,nan,nan,UUEE,nan,2022-02-17 19:43:42+00:00,2022-02-17 20:55:24+00:00,2022-02-17 00:00:00+00:00,55.96952819824219,37.38306218927556,609.6,55.81718444824219,51.48501309481534,3444.24
SSF022,nan,1506a8,RA-67240,CRJ2,ULLI,nan,2022-02-17 19:45:33+00:00,2022-02-17 20:08:45+00:00,2022-02-17 00:00:00+00:00,59.79203796386719,30.27484130859375,304.8,59.505615234375,34.73895263671875,8229.6
AZO301,nan,155c20,nan,nan,UUWW,nan,2022-02-17 19:51:48+00:00,2022-02-17 20:15:44+00:00,2022-02-17 00:00:00+00:00,55.58203125,37.25031072443181,914.4,56.67655815512447,33.26155139553931,10363.2
IAE105,nan,155bca,RA-89034,SU95,UIII,UHBB,2022-02-17 20:03:56+00:00,2022-02-17 23:48:52+00:00,2022-02-17 00:00:00+00:00,52.26601293531515,104.3989955357143,304.8,50.30245971679688,127.4966992829975,876.3000000000001
AZO267,nan,155c5c,nan,nan,nan,nan,2022-02-17 20:05:32+00:00,2022-02-17 20:49:55+00:00,2022-02-17 00:00:00+00:00,50.97879700741525,45.16586303710938,10668.0,54.45313017247086,52.38123113458806,7909.56
SDM6407,nan,155bb9,RA-89017,SU95,UUEE,UUYY,2022-02-17 20:15:12+00:00,2022-02-17 21:39:48+00:00,2022-02-17 00:00:00+00:00,55.96742791644597,37.37317085266113,609.6,61.76625397245763,50.94706217447917,830.58
SDM6227,nan,155bd3,RA-89043,SU95,UUEE,nan,2022-02-17 20:19:12+00:00,2022-02-17 22:07:25+00:00,2022-02-17 00:00:00+00:00,55.966552734375,37.36874667080966,609.6,55.40354919433594,60.21444881663603,4244.34
SDM6375,nan,155c25,nan,nan,UUEE,nan,2022-02-17 20:21:11+00:00,2022-02-17 21:26:17+00:00,2022-02-17 00:00:00+00:00,55.96780033434852,37.37608909606934,609.6,57.43656998973781,50.10049143145162,10675.62
AZO325,nan,155bf8,RA-89080,SU95,nan,nan,2022-02-17 20:34:03+00:00,2022-02-17 22:14:55+00:00,2022-02-17 00:00:00+00:00,50.57872009277344,46.30831266704358,10668.0,55.36619567871094,67.69177605124081,11277.6
SDM6595,nan,155c3b,nan,nan,ULLI,nan,2022-02-17 20:42:04+00:00,2022-02-17 22:11:59+00:00,2022-02-17 00:00:00+00:00,59.79369599940413,30.26193553003771,304.8,55.84877014160156,48.45586603338068,2506.98
RA67245,nan,1506ad,nan,nan,ULLI,UUWW,2022-02-17 20:47:20+00:00,2022-02-17 21:56:27+00:00,2022-02-17 00:00:00+00:00,59.79281616210938,30.265869140625,304.8,55.64831232620497,37.30476379394531,701.0400000000001
SDM6587,nan,155c53,nan,nan,ULLI,UUYY,2022-02-17 20:52:39+00:00,2022-02-17 22:19:11+00:00,2022-02-17 00:00:00+00:00,59.79472014863612,30.25369578394396,304.8,61.82473754882812,50.90191432407924,1295.4
TUP8155,nan,14fa34,RA-64052,T204,nan,nan,2022-02-17 20:57:20+00:00,2022-02-17 21:30:14+00:00,2022-02-17 00:00:00+00:00,54.725830078125,83.42347088982076,4876.8,53.09711003707627,89.48792401482076,9448.8
UTA351,nan,151d55,nan,nan,UUWW,nan,2022-02-17 21:10:17+00:00,2022-02-17 22:49:22+00:00,2022-02-17 00:00:00+00:00,55.57333374023438,37.24706476384943,609.6,59.45665779760328,58.05895575161638,10668.0
AZV774,nan,151d46,nan,nan,OMDB,nan,2022-02-17 21:17:40+00:00,2022-02-18 00:22:26+00:00,2022-02-18 00:00:00+00:00,25.22671508789062,55.41020711263021,304.8,41.89567565917969,44.57584034312855,10972.8
IAE322,nan,155bf3,RA-89075,SU95,UWWW,USPB,2022-02-17 21:19:06+00:00,2022-02-17 22:16:32+00:00,2022-02-17 00:00:00+00:00,53.41357214976165,50.25720035328585,1828.8,57.98973083496094,56.16777973790322,723.9000000000001
RWZ1249,nan,155c31,nan,nan,nan,nan,2022-02-17 21:20:38+00:00,2022-02-17 23:23:56+00:00,2022-02-17 00:00:00+00:00,55.40987176410222,61.67891068892045,2133.6,56.28468141717426,90.2695083618164,10271.76
AZO249,nan,155c05,nan,nan,nan,nan,2022-02-17 21:25:26+00:00,2022-02-17 22:40:45+00:00,2022-02-17 00:00:00+00:00,51.12334170583951,45.38848876953125,10058.4,55.37179203356727,60.09421608664772,4183.38
